-5,-5,1.92875e-22
-5,-4.89899,5.24235e-22
-5,-4.79798,1.39609e-21
-5,-4.69697,3.64284e-21
-5,-4.59596,9.31329e-21
-5,-4.49495,2.33294e-20
-5,-4.39394,5.72589e-20
-5,-4.29293,1.37696e-19
-5,-4.19192,3.2444e-19
-5,-4.09091,7.49008e-19
-5,-3.9899,1.69425e-18
-5,-3.88889,3.75495e-18
-5,-3.78788,8.15398e-18
-5,-3.68687,1.73489e-17
-5,-3.58586,3.61671e-17
-5,-3.48485,7.38741e-17
-5,-3.38384,1.47846e-16
-5,-3.28283,2.8991e-16
-5,-3.18182,5.57e-16
-5,-3.08081,1.04854e-15
-5,-2.9798,1.93398e-15
-5,-2.87879,3.49508e-15
-5,-2.77778,6.18871e-15
-5,-2.67677,1.0737e-14
-5,-2.57576,1.82515e-14
-5,-2.47475,3.03987e-14
-5,-2.37374,4.96078e-14
-5,-2.27273,7.93197e-14
-5,-2.17172,1.24266e-13
-5,-2.07071,1.90747e-13
-5,-1.9697,2.86882e-13
-5,-1.86869,4.22752e-13
-5,-1.76768,6.10388e-13
-5,-1.66667,8.63504e-13
-5,-1.56566,1.19691e-12
-5,-1.46465,1.62553e-12
-5,-1.36364,2.16305e-12
-5,-1.26263,2.82017e-12
-5,-1.16162,3.60265e-12
-5,-1.06061,4.50927e-12
-5,-0.959596,5.53005e-12
-5,-0.858586,6.64491e-12
-5,-0.757576,7.82325e-12
-5,-0.656566,9.0245e-12
-5,-0.555556,1.01999e-11
-5,-0.454545,1.12956e-11
-5,-0.353535,1.22562e-11
-5,-0.252525,1.303e-11
-5,-0.151515,1.35728e-11
-5,-0.0505051,1.38526e-11
-5,0.0505051,1.38526e-11
-5,0.151515,1.35728e-11
-5,0.252525,1.303e-11
-5,0.353535,1.22562e-11
-5,0.454545,1.12956e-11
-5,0.555556,1.01999e-11
-5,0.656566,9.0245e-12
-5,0.757576,7.82325e-12
-5,0.858586,6.64491e-12
-5,0.959596,5.53005e-12
-5,1.06061,4.50927e-12
-5,1.16162,3.60265e-12
-5,1.26263,2.82017e-12
-5,1.36364,2.16305e-12
-5,1.46465,1.62553e-12
-5,1.56566,1.19691e-12
